cohort,trades,win_rate,profit_factor,average_r,net_pnl,max_drawdown,full_loss_pct,breakeven_pct,partial_lock_pct,full_tp_pct
0.00-0.10,134,0.2537313432835820895522388060,0.9608615603378751220340422262,-0.02374494395418550461458939483,-2.634464285714285714285712,14.083928571428571428571428,0.2537313432835820895522388060,0.4925373134328358208955223881,0.1268656716417910447761194030,0.1268656716417910447761194030
0.10-0.25,230,0.3565217391304347826086956522,0.9751714915821423256107625745,0.005917173835587965067330551783,-3.932321428571428571428574,42.974107142857142857142856,0.3086956521739130434782608696,0.3347826086956521739130434783,0.2,0.1565217391304347826086956522
0.25-0.50,392,0.3112244897959183673469387755,1.021307161630466524943399673,-0.00009030153953876068259216273316,4.846785714285714285714288,34.343571428571428571428567,0.3112244897959183673469387755,0.3775510204081632653061224490,0.1556122448979591836734693878,0.1556122448979591836734693878
0.50-0.75,322,0.3167701863354037267080745342,1.031903571133338844341572279,-0.01906396899074176696650276221,6.616071428571428571428569,33.696964285714285714285717,0.3074534161490683229813664596,0.3757763975155279503105590062,0.1521739130434782608695652174,0.1645962732919254658385093168
0.75+,518,0.3223938223938223938223938224,0.9973024033134116877690784206,-0.02224736865468298254189607216,-0.848571428571428571428583,62.866428571428571428571431,0.3127413127413127413127413127,0.3648648648648648648648648649,0.1756756756756756756756756757,0.1467181467181467181467181467
