cohort,trades,win_rate,profit_factor,average_r,net_pnl,max_drawdown,full_loss_pct,breakeven_pct,partial_lock_pct,full_tp_pct
0.00-0.10,464,0.3383620689655172413793103448,1.707006998602255160049192725,0.07924028595980765450729426489,306.743571428571428571428576,48.331785714285714285714286,0.2090517241379310344827586207,0.4525862068965517241379310345,0.1637931034482758620689655172,0.1745689655172413793103448276
0.10-0.25,799,0.3654568210262828535669586984,1.494634045599268566155578960,0.06049451278155784940119461019,416.571607142857142857142853,79.041785714285714285714285,0.2478097622027534418022528160,0.3867334167709637046307884856,0.1889862327909887359198998748,0.1764705882352941176470588235
0.25-0.50,1448,0.3266574585635359116022099448,1.315828554607543579012703462,0.03202522086394490595540664982,494.302142857142857142857142,86.685892857142857142857143,0.25,0.4233425414364640883977900552,0.1671270718232044198895027624,0.1595303867403314917127071823
0.50-0.75,1189,0.3212783851976450798990748528,1.123287954789700081947921957,0.005284022797392827811889306267,155.282500000000000000000004,133.901428571428571428571428,0.2556770395290159798149705635,0.4230445752733389402859545837,0.1774600504625735912531539108,0.1438183347350714886459209420
0.75+,1783,0.3449242849130678631519910264,1.187600479604056848837305499,0.01795456958764356157686065156,372.493214285714285714285689,142.717500000000000000000001,0.2652832305103757711721817162,0.3903533370723499719573752103,0.1934941110487941671340437465,0.1508693213684800897363993270
