cohort,trades,win_rate,profit_factor,average_r,net_pnl,max_drawdown,full_loss_pct,breakeven_pct,partial_lock_pct,full_tp_pct
0.00-0.10 x extension_high,320,0.334375,1.804760247685501178229276939,0.09116873627722708601055619447,256.866250000000000000000004,60.920892857142857142857143,0.209375,0.45625,0.14375,0.190625
0.00-0.10 x extension_mid,144,0.3472222222222222222222222222,1.434931485518530052943008411,0.05273261858776447338893442154,49.877321428571428571428572,21.668214285714285714285714,0.2083333333333333333333333333,0.4444444444444444444444444444,0.2083333333333333333333333333,0.1388888888888888888888888889
0.10-0.25 x extension_high,426,0.3661971830985915492957746479,1.505433729622672988638748796,0.08017581738527351164299191988,268.323214285714285714285708,74.725000000000000000000000,0.2323943661971830985915492958,0.4014084507042253521126760563,0.1854460093896713615023474178,0.1807511737089201877934272300
0.10-0.25 x extension_low,42,0.2619047619047619047619047619,0.6812297452695403700735268542,-0.08164558075085403194169217807,-13.068214285714285714285714,19.756071428571428571428571,0.3333333333333333333333333333,0.4047619047619047619047619048,0.1428571428571428571428571429,0.1190476190476190476190476190
0.10-0.25 x extension_mid,331,0.3776435045317220543806646526,1.596786873203111787586673441,0.05320039848300324789483687961,161.316607142857142857142859,49.070535714285714285714284,0.2567975830815709969788519637,0.3655589123867069486404833837,0.1993957703927492447129909366,0.1782477341389728096676737160
0.25-0.50 x extension_high,620,0.3112903225806451612903225806,1.185370797295415512679673843,0.01112366417310096513273725551,171.152857142857142857142859,84.431071428571428571428570,0.2548387096774193548387096774,0.4338709677419354838709677419,0.1661290322580645161290322581,0.1451612903225806451612903226
0.25-0.50 x extension_low,236,0.3516949152542372881355932203,1.606679340327910931433888412,0.05337377651646354450200623801,108.047857142857142857142858,18.824285714285714285714285,0.25,0.3983050847457627118644067797,0.1694915254237288135593220339,0.1822033898305084745762711864
0.25-0.50 x extension_mid,592,0.3327702702702702702702702703,1.463881302383472047000904213,0.04540479183409498131530111208,215.101428571428571428571425,49.055178571428571428571432,0.2449324324324324324324324324,0.4222972972972972972972972973,0.1672297297297297297297297297,0.1655405405405405405405405405
0.50-0.75 x extension_high,327,0.3455657492354740061162079511,1.561609182109919338518025962,0.08635989960565678259937600089,194.25500,60.93500,0.1926605504587155963302752294,0.4617737003058103975535168196,0.1896024464831804281345565749,0.1559633027522935779816513761
0.50-0.75 x extension_low,416,0.3341346153846153846153846154,0.9330833264457332487068206006,-0.02523904362812743545591371536,-30.650178571428571428571426,77.285178571428571428571425,0.2860576923076923076923076923,0.3798076923076923076923076923,0.1995192307692307692307692308,0.1346153846153846153846153846
0.50-0.75 x extension_mid,446,0.2914798206278026905829596413,0.9817326988805619140196293656,-0.02568955586468314460089565370,-8.322321428571428571428570,96.099999999999999999999999,0.2735426008968609865470852018,0.4349775784753363228699551570,0.1479820627802690582959641256,0.1434977578475336322869955157
0.75+ x extension_high,202,0.3663366336633663366336633663,1.766708295836470825910485041,0.1128369938714851970166434519,208.73250,50.81000,0.1980198019801980198019801980,0.4356435643564356435643564356,0.1980198019801980198019801980,0.1683168316831683168316831683
0.75+ x extension_low,1200,0.3533333333333333333333333333,1.163585586924219910846953917,0.0179300196647264516966497291,196.594821428571428571428547,114.061607142857142857142857,0.2683333333333333333333333333,0.3791666666666666666666666667,0.1975,0.155
0.75+ x extension_mid,381,0.3070866141732283464566929134,0.9358126789080499895273336576,-0.03227322515733144761627063129,-32.834107142857142857142858,63.104285714285714285714286,0.2913385826771653543307086614,0.4015748031496062992125984252,0.1784776902887139107611548556,0.1286089238845144356955380577
