timestamp,open,high,low,close,volume,spread
2025-01-02T20:05:00+00:00,2657.57,2658.72,2657.54,2657.75,374,13
2025-01-02T20:10:00+00:00,2657.61,2658.04,2656.45,2656.65,339,12
2025-01-02T20:15:00+00:00,2656.80,2658.19,2656.07,2657.58,347,11
2025-01-02T20:20:00+00:00,2657.64,2658.01,2655.56,2655.83,297,5
2025-01-02T20:25:00+00:00,2655.90,2656.99,2654.95,2654.95,260,11
2025-01-02T20:30:00+00:00,2655.03,2655.07,2653.78,2654.47,316,12
2025-01-02T20:35:00+00:00,2654.49,2656.11,2654.48,2655.23,262,13
2025-01-02T20:40:00+00:00,2655.22,2656.02,2654.43,2655.86,275,12
2025-01-02T20:45:00+00:00,2655.91,2656.13,2654.82,2655.40,301,10
2025-01-02T20:50:00+00:00,2655.40,2655.68,2654.75,2655.06,334,9
2025-01-02T20:55:00+00:00,2655.03,2655.86,2655.02,2655.47,294,12
2025-01-02T21:00:00+00:00,2655.51,2655.95,2654.63,2655.71,317,10
2025-01-02T21:05:00+00:00,2655.71,2655.81,2654.50,2654.60,291,6
2025-01-02T21:10:00+00:00,2654.63,2655.13,2654.33,2654.56,234,10
2025-01-02T21:15:00+00:00,2654.55,2655.20,2653.85,2654.79,329,11
2025-01-02T21:20:00+00:00,2654.78,2655.47,2654.38,2655.12,286,11
2025-01-02T21:25:00+00:00,2655.02,2656.15,2654.97,2655.62,334,13
2025-01-02T21:30:00+00:00,2655.58,2655.96,2654.85,2655.74,310,10
2025-01-02T21:35:00+00:00,2655.74,2657.16,2655.64,2656.12,264,13
2025-01-02T21:40:00+00:00,2656.19,2656.22,2654.35,2654.89,265,12
2025-01-02T21:45:00+00:00,2654.90,2655.43,2654.36,2654.99,355,13
2025-01-02T21:50:00+00:00,2655.01,2655.62,2654.47,2655.52,319,13
2025-01-02T21:55:00+00:00,2655.53,2655.55,2654.48,2654.73,309,13
2025-01-02T22:00:00+00:00,2654.75,2654.94,2654.13,2654.92,343,13
2025-01-02T22:05:00+00:00,2655.05,2655.96,2655.05,2655.75,254,13
2025-01-02T22:10:00+00:00,2655.76,2657.22,2655.51,2657.01,307,12
2025-01-02T22:15:00+00:00,2657.01,2657.56,2656.37,2657.55,258,11
2025-01-02T22:20:00+00:00,2657.80,2659.37,2657.57,2659.35,232,12
2025-01-02T22:25:00+00:00,2659.40,2660.46,2658.53,2659.90,293,8
2025-01-02T22:30:00+00:00,2659.83,2660.45,2659.70,2659.87,306,13
2025-01-02T22:35:00+00:00,2659.87,2659.87,2658.82,2659.17,303,13
2025-01-02T22:40:00+00:00,2659.19,2660.04,2658.89,2659.14,292,9
2025-01-02T22:45:00+00:00,2659.18,2660.15,2659.18,2659.52,337,13
2025-01-02T22:50:00+00:00,2659.69,2660.01,2659.09,2659.73,269,6
2025-01-02T22:55:00+00:00,2659.61,2659.92,2659.24,2659.69,345,9
2025-01-02T23:00:00+00:00,2659.81,2660.21,2659.59,2660.00,132,13
2025-01-02T23:05:00+00:00,2660.02,2660.02,2659.48,2659.85,76,13
2025-01-02T23:10:00+00:00,2659.85,2659.85,2658.83,2658.83,57,13
2025-01-02T23:15:00+00:00,2659.01,2659.34,2658.40,2658.46,68,5
2025-01-02T23:20:00+00:00,2658.46,2658.51,2657.77,2657.89,59,15
2025-01-02T23:25:00+00:00,2657.91,2658.66,2657.77,2658.17,113,13
2025-01-02T23:30:00+00:00,2658.17,2658.39,2656.46,2657.20,100,12
2025-01-02T23:35:00+00:00,2657.17,2657.93,2657.17,2657.93,63,5
2025-01-02T23:40:00+00:00,2657.92,2658.15,2657.65,2657.92,42,6
2025-01-02T23:45:00+00:00,2657.92,2658.47,2657.04,2657.22,86,13
2025-01-02T23:50:00+00:00,2657.22,2657.64,2656.76,2657.35,71,11
2025-01-02T23:55:00+00:00,2657.05,2657.99,2657.05,2657.98,102,28
