source,exit_timestamp,pnl
channel_breakout,2020-06-03T14:05:00+00:00,18.05494564057767
daily_trend,2020-06-03T22:00:00+00:00,25.6995
daily_trend,2020-06-04T10:50:00+00:00,-12.235642857142857
channel_breakout,2020-06-05T20:55:00+00:00,-1.3205000000000382
daily_trend,2020-06-07T22:00:00+00:00,27.325
daily_trend,2020-06-08T22:00:00+00:00,8.9145
daily_trend,2020-06-09T22:00:00+00:00,17.1745
channel_breakout,2020-06-10T18:00:00+00:00,-8.445904944616132
daily_trend,2020-06-10T22:00:00+00:00,19.405
channel_breakout,2020-06-11T16:25:00+00:00,-10.426534110678404
daily_trend,2020-06-11T22:00:00+00:00,0.588
daily_trend,2020-06-14T22:00:00+00:00,-2.4885
channel_breakout,2020-06-15T14:15:00+00:00,-9.764614859504945
daily_trend,2020-06-15T22:00:00+00:00,-3.9355
daily_trend,2020-06-16T22:00:00+00:00,-0.7245
daily_trend,2020-06-17T09:15:00+00:00,-10.421142857142858
channel_breakout,2020-06-18T09:45:00+00:00,-8.081340638635766
daily_trend,2020-06-18T14:25:00+00:00,-10.490642857142857
channel_breakout,2020-06-19T20:55:00+00:00,4.735999999999876
daily_trend,2020-06-21T22:00:00+00:00,18.9675
channel_breakout,2020-06-22T15:00:00+00:00,-9.375431338904946
daily_trend,2020-06-22T22:00:00+00:00,0.4195
daily_trend,2020-06-23T22:00:00+00:00,15.2495
channel_breakout,2020-06-23T22:00:00+00:00,3.326000000000022
channel_breakout,2020-06-24T13:20:00+00:00,-8.495873065078513
daily_trend,2020-06-24T22:00:00+00:00,-10.580285714285715
daily_trend,2020-06-25T22:00:00+00:00,-1.689
daily_trend,2020-06-26T16:30:00+00:00,-8.745
daily_trend,2020-06-29T22:00:00+00:00,-0.264
daily_trend,2020-06-30T14:45:00+00:00,-8.458285714285715
channel_breakout,2020-06-30T22:00:00+00:00,2.951000000000022
channel_breakout,2020-07-01T10:30:00+00:00,-6.885095093102109
daily_trend,2020-07-01T13:05:00+00:00,-9.915285714285714
channel_breakout,2020-07-02T13:15:00+00:00,-8.223753376629702
daily_trend,2020-07-02T14:30:00+00:00,-11.234571428571428
daily_trend,2020-07-05T22:00:00+00:00,-0.5455
daily_trend,2020-07-06T12:10:00+00:00,-7.849428571428572
daily_trend,2020-07-07T08:30:00+00:00,-8.324785714285714
channel_breakout,2020-07-07T22:00:00+00:00,4.955999999999904
channel_breakout,2020-07-08T13:20:00+00:00,12.117641137225291
daily_trend,2020-07-08T14:25:00+00:00,22.720714285714287
daily_trend,2020-07-09T15:00:00+00:00,-9.839428571428572
daily_trend,2020-07-10T10:35:00+00:00,-11.211
daily_trend,2020-07-13T22:00:00+00:00,-6.167
channel_breakout,2020-07-14T11:55:00+00:00,-7.320417428456949
daily_trend,2020-07-14T14:45:00+00:00,-10.642785714285715
channel_breakout,2020-07-15T10:15:00+00:00,-7.013236644776725
daily_trend,2020-07-15T22:00:00+00:00,2.493
daily_trend,2020-07-16T22:00:00+00:00,9.795
daily_trend,2020-07-17T13:15:00+00:00,-8.880642857142858
daily_trend,2020-07-20T22:00:00+00:00,8.438
channel_breakout,2020-07-20T22:00:00+00:00,2.2645000000002256
channel_breakout,2020-07-21T12:10:00+00:00,10.807387621529642
daily_trend,2020-07-21T12:20:00+00:00,18.467285714285715
daily_trend,2020-07-22T22:00:00+00:00,15.5365
channel_breakout,2020-07-22T22:00:00+00:00,5.100000000000136
daily_trend,2020-07-23T22:00:00+00:00,16.91
channel_breakout,2020-07-23T22:00:00+00:00,10.692999999999984
channel_breakout,2020-07-24T20:55:00+00:00,-0.40399999999999636
daily_trend,2020-07-26T22:00:00+00:00,16.1145
channel_breakout,2020-07-27T12:35:00+00:00,-13.519544918810197
daily_trend,2020-07-27T22:00:00+00:00,6.318
daily_trend,2020-07-28T22:00:00+00:00,-20.6105
daily_trend,2020-07-29T22:00:00+00:00,19.571
daily_trend,2020-07-30T22:00:00+00:00,4.2965
channel_breakout,2020-07-31T20:55:00+00:00,1.6059999999999945
daily_trend,2020-08-02T22:00:00+00:00,9.471
daily_trend,2020-08-03T22:00:00+00:00,-0.617
channel_breakout,2020-08-04T18:20:00+00:00,19.644058257168126
daily_trend,2020-08-04T19:35:00+00:00,37.28592857142857
daily_trend,2020-08-05T22:00:00+00:00,17.396
channel_breakout,2020-08-05T22:00:00+00:00,5.429499999999962
daily_trend,2020-08-06T22:00:00+00:00,16.3045
channel_breakout,2020-08-06T22:00:00+00:00,9.135999999999967
daily_trend,2020-08-07T14:00:00+00:00,-25.451
daily_trend,2020-08-10T22:00:00+00:00,5.2065
channel_breakout,2020-08-11T12:50:00+00:00,34.99155771273354
daily_trend,2020-08-11T13:10:00+00:00,65.14542857142857
daily_trend,2020-08-12T08:05:00+00:00,-55.38471428571429
daily_trend,2020-08-13T17:35:00+00:00,-35.408071428571425
daily_trend,2020-08-16T22:00:00+00:00,-5.9705
daily_trend,2020-08-17T13:30:00+00:00,-22.673
channel_breakout,2020-08-17T22:00:00+00:00,16.728000000000065
channel_breakout,2020-08-18T14:05:00+00:00,-15.077498870296722
daily_trend,2020-08-18T14:25:00+00:00,-18.477357142857144
daily_trend,2020-08-19T20:25:00+00:00,65.92357142857144
channel_breakout,2020-08-19T22:00:00+00:00,-7.0625
daily_trend,2020-08-20T22:00:00+00:00,-4.272
daily_trend,2020-08-21T11:35:00+00:00,-22.11092857142857
channel_breakout,2020-08-21T12:50:00+00:00,-17.724794260807585
daily_trend,2020-08-24T12:00:00+00:00,-17.476857142857142
daily_trend,2020-08-25T22:00:00+00:00,3.9165
channel_breakout,2020-08-26T13:30:00+00:00,-11.908151225818528
daily_trend,2020-08-26T13:40:00+00:00,-16.104785714285715
daily_trend,2020-08-27T13:15:00+00:00,-17.84135714285714
channel_breakout,2020-08-27T13:30:00+00:00,-13.8034235609407
daily_trend,2020-08-30T22:00:00+00:00,24.4575
daily_trend,2020-08-31T22:00:00+00:00,1.3045
channel_breakout,2020-09-01T14:00:00+00:00,-12.549620876433437
daily_trend,2020-09-01T14:40:00+00:00,-17.373214285714287
daily_trend,2020-09-02T22:00:00+00:00,22.1295
channel_breakout,2020-09-02T22:00:00+00:00,-0.5335000000000036
channel_breakout,2020-09-03T13:45:00+00:00,-14.327000589185218
daily_trend,2020-09-03T22:00:00+00:00,1.858
channel_breakout,2020-09-04T18:40:00+00:00,-14.291326087989091
daily_trend,2020-09-06T22:00:00+00:00,0.37
daily_trend,2020-09-07T22:00:00+00:00,0.2345
daily_trend,2020-09-08T09:00:00+00:00,-12.942357142857142
channel_breakout,2020-09-08T14:25:00+00:00,-10.051167225645713
daily_trend,2020-09-09T13:30:00+00:00,-17.144642857142856
channel_breakout,2020-09-09T22:00:00+00:00,-1.6020000000003165
daily_trend,2020-09-10T22:00:00+00:00,-0.975
channel_breakout,2020-09-10T22:00:00+00:00,-4.180000000000291
daily_trend,2020-09-13T22:00:00+00:00,2.481
daily_trend,2020-09-14T22:00:00+00:00,8.6165
channel_breakout,2020-09-15T13:45:00+00:00,-8.647593617451776
daily_trend,2020-09-15T13:50:00+00:00,-10.348571428571429
channel_breakout,2020-09-16T14:00:00+00:00,-8.836729549761003
daily_trend,2020-09-16T22:00:00+00:00,-0.7535
daily_trend,2020-09-17T22:00:00+00:00,-0.6105
channel_breakout,2020-09-17T22:00:00+00:00,-6.255000000000109
daily_trend,2020-09-20T22:00:00+00:00,-4.5725
daily_trend,2020-09-21T08:40:00+00:00,-13.593571428571428
channel_breakout,2020-09-21T13:25:00+00:00,17.31272515862088
daily_trend,2020-09-22T22:00:00+00:00,12.411
channel_breakout,2020-09-23T09:45:00+00:00,-14.87151664822909
daily_trend,2020-09-23T22:00:00+00:00,20.4995
channel_breakout,2020-09-24T15:20:00+00:00,-15.442359593926767
daily_trend,2020-09-24T17:15:00+00:00,-21.601285714285716
daily_trend,2020-09-27T22:00:00+00:00,-5.409
channel_breakout,2020-09-28T11:40:00+00:00,-10.973113851770677
daily_trend,2020-09-28T12:30:00+00:00,-13.34757142857143
channel_breakout,2020-09-29T12:40:00+00:00,-11.020727814298652
daily_trend,2020-09-29T22:00:00+00:00,19.2195
channel_breakout,2020-09-30T13:35:00+00:00,-9.579232219664163
daily_trend,2020-09-30T15:15:00+00:00,-12.428357142857143
daily_trend,2020-10-01T22:00:00+00:00,10.2465
channel_breakout,2020-10-01T22:00:00+00:00,3.410000000000082
daily_trend,2020-10-04T22:00:00+00:00,-4.595
daily_trend,2020-10-05T12:25:00+00:00,-14.414357142857142
channel_breakout,2020-10-05T22:00:00+00:00,-3.9885000000001583
channel_breakout,2020-10-06T15:20:00+00:00,-7.974909456169598
daily_trend,2020-10-06T15:55:00+00:00,-9.927642857142857
daily_trend,2020-10-07T22:00:00+00:00,-1.864
daily_trend,2020-10-08T22:00:00+00:00,4.8215
channel_breakout,2020-10-09T20:55:00+00:00,8.066000000000031
daily_trend,2020-10-11T22:00:00+00:00,18.246
daily_trend,2020-10-12T22:00:00+00:00,-7.4835
daily_trend,2020-10-13T22:00:00+00:00,20.8225
daily_trend,2020-10-14T12:45:00+00:00,-13.218285714285715
daily_trend,2020-10-15T22:00:00+00:00,-12.414
daily_trend,2020-10-18T22:00:00+00:00,-6.609
channel_breakout,2020-10-19T14:00:00+00:00,-8.60324586905017
daily_trend,2020-10-19T22:00:00+00:00,-4.924
daily_trend,2020-10-20T17:35:00+00:00,-11.984714285714286
daily_trend,2020-10-21T22:00:00+00:00,8.705
channel_breakout,2020-10-21T22:00:00+00:00,3.882999999999811
channel_breakout,2020-10-22T17:55:00+00:00,-8.407513449501721
daily_trend,2020-10-22T22:00:00+00:00,8.2965
daily_trend,2020-10-23T12:30:00+00:00,-9.328142857142858
channel_breakout,2020-10-23T17:05:00+00:00,-7.526159123240859
daily_trend,2020-10-26T22:00:00+00:00,-5.622
daily_trend,2020-10-27T08:50:00+00:00,-9.001857142857142
daily_trend,2020-10-28T09:40:00+00:00,-8.932857142857143
channel_breakout,2020-10-28T12:40:00+00:00,13.0278811045157
daily_trend,2020-10-29T22:00:00+00:00,13.5345
channel_breakout,2020-10-29T22:00:00+00:00,0.14099999999984902
daily_trend,2020-10-30T12:30:00+00:00,-14.0905
channel_breakout,2020-11-03T21:55:00+00:00,9.119500000000016
daily_trend,2020-11-04T06:00:00+00:00,12.638
daily_trend,2020-11-05T06:00:00+00:00,-13.4035
channel_breakout,2020-11-05T15:10:00+00:00,24.591475196437386
daily_trend,2020-11-06T13:35:00+00:00,48.57828571428571
channel_breakout,2020-11-06T14:55:00+00:00,-12.05892736655801
daily_trend,2020-11-09T11:45:00+00:00,-14.978714285714286
channel_breakout,2020-11-09T15:45:00+00:00,23.199204797243056
daily_trend,2020-11-11T06:00:00+00:00,-1.3555
daily_trend,2020-11-11T13:35:00+00:00,-13.989428571428572
channel_breakout,2020-11-13T21:55:00+00:00,-3.1489999999998872
daily_trend,2020-11-17T06:00:00+00:00,15.558
channel_breakout,2020-11-18T13:40:00+00:00,-8.330549356446681
channel_breakout,2020-11-19T19:10:00+00:00,-9.71830074865602
daily_trend,2020-11-20T06:00:00+00:00,16.811
daily_trend,2020-11-23T14:45:00+00:00,-11.501928571428572
channel_breakout,2020-11-23T14:55:00+00:00,13.051665216590436
channel_breakout,2020-11-24T21:55:00+00:00,10.051500000000033
daily_trend,2020-11-27T13:50:00+00:00,48.471
channel_breakout,2020-11-27T13:55:00+00:00,15.611972894833343
daily_trend,2020-12-01T06:00:00+00:00,-18.9305
daily_trend,2020-12-02T10:30:00+00:00,41.96978571428571
channel_breakout,2020-12-02T21:55:00+00:00,12.942499999999882
channel_breakout,2020-12-03T16:00:00+00:00,-9.849171914774388
channel_breakout,2020-12-04T15:50:00+00:00,-9.657333048199916
channel_breakout,2020-12-07T15:50:00+00:00,17.459425392000412
daily_trend,2020-12-08T03:55:00+00:00,35.98021428571428
channel_breakout,2020-12-08T21:55:00+00:00,-1.8940000000002328
daily_trend,2020-12-09T06:00:00+00:00,-7.2035
daily_trend,2020-12-11T11:25:00+00:00,36.0565
channel_breakout,2020-12-11T13:00:00+00:00,-10.106968902034623
channel_breakout,2020-12-14T11:40:00+00:00,-8.322795544072505
daily_trend,2020-12-15T06:00:00+00:00,-4.749
channel_breakout,2020-12-15T21:55:00+00:00,3.0790000000001783
channel_breakout,2020-12-16T13:20:00+00:00,-7.998790603175166
daily_trend,2020-12-17T08:20:00+00:00,38.553285714285714
channel_breakout,2020-12-17T14:30:00+00:00,18.762849094918238
daily_trend,2020-12-21T10:05:00+00:00,-12.741357142857144
daily_trend,2020-12-24T06:00:00+00:00,-0.247
daily_trend,2020-12-29T06:00:00+00:00,1.1595
daily_trend,2020-12-30T06:00:00+00:00,-4.6605
channel_breakout,2020-12-31T18:10:00+00:00,-8.89492507406635
daily_trend,2021-01-03T23:30:00+00:00,31.636642857142856
channel_breakout,2021-01-04T21:55:00+00:00,14.517499999999927
channel_breakout,2021-01-05T21:55:00+00:00,4.90949999999998
daily_trend,2021-01-06T06:00:00+00:00,21.388
channel_breakout,2021-01-06T12:00:00+00:00,-11.057723232734816
daily_trend,2021-01-08T08:00:00+00:00,50.36492857142857
channel_breakout,2021-01-08T14:40:00+00:00,21.203195857180162
daily_trend,2021-01-12T06:00:00+00:00,-16.876
daily_trend,2021-01-12T14:05:00+00:00,-14.967071428571428
daily_trend,2021-01-13T21:45:00+00:00,-17.1375
daily_trend,2021-01-15T06:00:00+00:00,-7.787
daily_trend,2021-01-15T15:05:00+00:00,-16.0245
channel_breakout,2021-01-15T21:55:00+00:00,-1.4335000000000946
channel_breakout,2021-01-20T12:05:00+00:00,-8.229639165678236
daily_trend,2021-01-22T06:00:00+00:00,24.147
daily_trend,2021-01-26T06:00:00+00:00,6.239
daily_trend,2021-01-27T01:50:00+00:00,-12.260357142857142
daily_trend,2021-01-27T11:40:00+00:00,-10.749642857142858
channel_breakout,2021-01-27T15:05:00+00:00,-8.303162787552537
daily_trend,2021-01-28T13:45:00+00:00,-15.755714285714285
channel_breakout,2021-01-29T17:35:00+00:00,-10.997758864705702
daily_trend,2021-02-02T06:00:00+00:00,10.508
channel_breakout,2021-02-02T21:55:00+00:00,-5.037000000000035
daily_trend,2021-02-04T14:00:00+00:00,50.29828571428571
channel_breakout,2021-02-04T14:10:00+00:00,18.356460780065163
daily_trend,2021-02-05T08:25:00+00:00,-13.490928571428572
channel_breakout,2021-02-09T14:40:00+00:00,-8.96345320860496
daily_trend,2021-02-10T13:35:00+00:00,38.802214285714285
channel_breakout,2021-02-10T14:55:00+00:00,-8.857944380436948
channel_breakout,2021-02-12T15:50:00+00:00,-8.384213810584242
daily_trend,2021-02-15T06:00:00+00:00,11.835
daily_trend,2021-02-16T06:00:00+00:00,-4.854
channel_breakout,2021-02-16T14:00:00+00:00,15.554727222144948
daily_trend,2021-02-16T23:05:00+00:00,32.520785714285715
channel_breakout,2021-02-17T21:55:00+00:00,8.619499999999789
daily_trend,2021-02-18T06:00:00+00:00,7.6485
daily_trend,2021-02-18T15:15:00+00:00,-14.6305
channel_breakout,2021-02-18T21:55:00+00:00,-4.629999999999882
daily_trend,2021-02-19T14:45:00+00:00,-15.972071428571429
channel_breakout,2021-02-22T21:55:00+00:00,13.807999999999765
daily_trend,2021-02-25T15:05:00+00:00,-14.583
channel_breakout,2021-02-25T21:55:00+00:00,14.691499999999905
channel_breakout,2021-02-26T15:20:00+00:00,27.605760279210017
daily_trend,2021-03-01T06:00:00+00:00,9.5265
daily_trend,2021-03-01T17:20:00+00:00,-22.645642857142857
daily_trend,2021-03-02T13:05:00+00:00,-21.016714285714286
daily_trend,2021-03-03T13:05:00+00:00,-15.564857142857143
channel_breakout,2021-03-03T15:55:00+00:00,-11.232422477088676
daily_trend,2021-03-04T17:55:00+00:00,-19.485
channel_breakout,2021-03-04T21:55:00+00:00,8.484500000000253
channel_breakout,2021-03-05T14:15:00+00:00,-12.941907940966075
daily_trend,2021-03-08T06:00:00+00:00,-12.347
daily_trend,2021-03-08T09:10:00+00:00,-17.756357142857144
channel_breakout,2021-03-08T21:55:00+00:00,3.7650000000001
channel_breakout,2021-03-10T21:55:00+00:00,4.429499999999734
daily_trend,2021-03-11T05:30:00+00:00,44.09614285714286
channel_breakout,2021-03-11T13:45:00+00:00,-8.72936562143559
daily_trend,2021-03-11T14:30:00+00:00,-12.441857142857144
daily_trend,2021-03-12T21:55:00+00:00,-12.606214285714286
daily_trend,2021-03-15T22:00:00+00:00,7.263
daily_trend,2021-03-16T07:10:00+00:00,-9.158428571428571
channel_breakout,2021-03-16T15:20:00+00:00,-7.91186683560386
daily_trend,2021-03-17T14:00:00+00:00,-9.864071428571428
channel_breakout,2021-03-17T22:00:00+00:00,5.404999999999973
daily_trend,2021-03-18T08:45:00+00:00,-16.59135714285714
channel_breakout,2021-03-18T15:40:00+00:00,-9.585256278868428
daily_trend,2021-03-21T22:00:00+00:00,8.0245
daily_trend,2021-03-22T22:00:00+00:00,-5.353
daily_trend,2021-03-23T13:55:00+00:00,-8.238857142857142
daily_trend,2021-03-24T22:00:00+00:00,-3.788
daily_trend,2021-03-25T12:20:00+00:00,-8.726857142857142
channel_breakout,2021-03-25T13:50:00+00:00,-6.375149369567453
channel_breakout,2021-03-26T14:20:00+00:00,-7.914857933084022
daily_trend,2021-03-28T22:00:00+00:00,-4.3605
channel_breakout,2021-03-29T13:50:00+00:00,13.08779072735797
daily_trend,2021-03-29T22:00:00+00:00,14.031
channel_breakout,2021-03-30T12:25:00+00:00,15.551040308421307
daily_trend,2021-03-30T22:00:00+00:00,19.4695
daily_trend,2021-03-31T13:50:00+00:00,-11.12342857142857
channel_breakout,2021-04-01T20:55:00+00:00,-1.19199999999978
daily_trend,2021-04-04T22:00:00+00:00,15.316
daily_trend,2021-04-05T15:15:00+00:00,-8.47792857142857
channel_breakout,2021-04-05T18:00:00+00:00,-7.428527062122157
daily_trend,2021-04-06T07:05:00+00:00,-9.669214285714286
channel_breakout,2021-04-06T22:00:00+00:00,4.954500000000053
daily_trend,2021-04-07T22:00:00+00:00,0.798
daily_trend,2021-04-08T22:00:00+00:00,13.1945
channel_breakout,2021-04-08T22:00:00+00:00,9.419499999999971
daily_trend,2021-04-11T22:00:00+00:00,6.6815
daily_trend,2021-04-12T22:00:00+00:00,4.6365
channel_breakout,2021-04-12T22:00:00+00:00,-2.7835000000000036
channel_breakout,2021-04-13T12:15:00+00:00,-7.699085213226908
daily_trend,2021-04-13T12:35:00+00:00,-10.30492857142857
daily_trend,2021-04-14T13:15:00+00:00,-8.438142857142857
channel_breakout,2021-04-15T14:10:00+00:00,13.74729801391959
daily_trend,2021-04-15T15:05:00+00:00,23.8955
channel_breakout,2021-04-16T20:55:00+00:00,3.8759999999999764
daily_trend,2021-04-18T22:00:00+00:00,10.551
channel_breakout,2021-04-19T12:10:00+00:00,-8.710323375205462
daily_trend,2021-04-19T22:00:00+00:00,-5.579
daily_trend,2021-04-20T16:20:00+00:00,-10.187928571428571
daily_trend,2021-04-21T22:00:00+00:00,8.8545
channel_breakout,2021-04-21T22:00:00+00:00,1.494499999999789
daily_trend,2021-04-22T13:00:00+00:00,-9.2085
daily_trend,2021-04-23T13:00:00+00:00,-9.794428571428572
channel_breakout,2021-04-26T12:55:00+00:00,-7.482766215456422
daily_trend,2021-04-26T22:00:00+00:00,-3.69
daily_trend,2021-04-27T22:00:00+00:00,-5.2635
channel_breakout,2021-04-28T13:55:00+00:00,-6.484962213123708
daily_trend,2021-04-28T18:20:00+00:00,-8.301357142857142
daily_trend,2021-04-29T10:00:00+00:00,-10.4475
channel_breakout,2021-04-29T14:50:00+00:00,-7.7813884734400744
daily_trend,2021-05-02T22:00:00+00:00,2.4595
daily_trend,2021-05-03T22:00:00+00:00,19.6065
channel_breakout,2021-05-03T22:00:00+00:00,4.261500000000069
daily_trend,2021-05-04T13:50:00+00:00,-7.904357142857143
channel_breakout,2021-05-04T14:35:00+00:00,-6.594605760138393
daily_trend,2021-05-05T22:00:00+00:00,-8.8335
daily_trend,2021-05-06T22:00:00+00:00,21.7975
channel_breakout,2021-05-06T22:00:00+00:00,7.596499999999878
channel_breakout,2021-05-07T12:35:00+00:00,14.919343214594846
daily_trend,2021-05-09T22:00:00+00:00,12.906
daily_trend,2021-05-10T22:00:00+00:00,-2.8325
channel_breakout,2021-05-10T22:00:00+00:00,-5.282500000000027
daily_trend,2021-05-11T12:55:00+00:00,-11.095571428571429
daily_trend,2021-05-12T12:50:00+00:00,-9.651857142857143
channel_breakout,2021-05-12T22:00:00+00:00,2.175999999999931
channel_breakout,2021-05-13T14:20:00+00:00,-9.730272660720175
daily_trend,2021-05-13T22:00:00+00:00,-8.9375
channel_breakout,2021-05-14T20:55:00+00:00,-1.6354999999998654
daily_trend,2021-05-16T22:00:00+00:00,16.6495
daily_trend,2021-05-17T22:00:00+00:00,12.5345
channel_breakout,2021-05-17T22:00:00+00:00,13.322499999999764
channel_breakout,2021-05-18T13:10:00+00:00,-7.920690918061382
daily_trend,2021-05-18T22:00:00+00:00,-2.538
daily_trend,2021-05-19T08:40:00+00:00,-9.070428571428572
channel_breakout,2021-05-19T13:35:00+00:00,13.79184019330637
daily_trend,2021-05-20T22:00:00+00:00,3.856
daily_trend,2021-05-23T22:00:00+00:00,4.9795
daily_trend,2021-05-24T22:00:00+00:00,-3.3075
daily_trend,2021-05-25T06:40:00+00:00,-9.601071428571428
channel_breakout,2021-05-25T22:00:00+00:00,4.639499999999771
channel_breakout,2021-05-26T13:55:00+00:00,-7.990357296540651
daily_trend,2021-05-26T17:40:00+00:00,-9.454
daily_trend,2021-05-27T12:15:00+00:00,-11.135642857142857
daily_trend,2021-05-28T13:30:00+00:00,-8.556142857142857
daily_trend,2021-05-31T22:00:00+00:00,0.898
daily_trend,2021-06-01T10:40:00+00:00,-8.3165
daily_trend,2021-06-02T12:20:00+00:00,-9.172071428571428
daily_trend,2021-06-03T13:00:00+00:00,20.720928571428573
channel_breakout,2021-06-03T13:00:00+00:00,13.009144390596248
daily_trend,2021-06-04T12:30:00+00:00,-12.809571428571429
daily_trend,2021-06-07T14:20:00+00:00,-7.856142857142857
daily_trend,2021-06-08T13:50:00+00:00,-7.674142857142857
daily_trend,2021-06-09T22:00:00+00:00,3.529
channel_breakout,2021-06-10T12:40:00+00:00,-6.862419059697459
daily_trend,2021-06-10T12:55:00+00:00,-7.911142857142857
daily_trend,2021-06-11T09:20:00+00:00,-7.482214285714286
channel_breakout,2021-06-14T14:10:00+00:00,-8.860165915980588
daily_trend,2021-06-14T22:00:00+00:00,-1.889
daily_trend,2021-06-15T14:15:00+00:00,-9.04192857142857
daily_trend,2021-06-16T18:00:00+00:00,-9.772142857142857
channel_breakout,2021-06-16T18:45:00+00:00,13.660726741380131
channel_breakout,2021-06-17T12:20:00+00:00,25.754375964029805
daily_trend,2021-06-17T22:00:00+00:00,40.486
channel_breakout,2021-06-18T20:55:00+00:00,-2.503500000000031
daily_trend,2021-06-20T22:00:00+00:00,15.246
daily_trend,2021-06-21T22:00:00+00:00,-11.069
daily_trend,2021-06-22T22:00:00+00:00,1.791
daily_trend,2021-06-23T22:00:00+00:00,-2.459
daily_trend,2021-06-24T22:00:00+00:00,-0.554
daily_trend,2021-06-27T22:00:00+00:00,1.051
daily_trend,2021-06-28T22:00:00+00:00,-5.089
daily_trend,2021-06-29T08:00:00+00:00,-7.444285714285714
channel_breakout,2021-06-29T12:15:00+00:00,-6.751340630689128
daily_trend,2021-06-30T15:05:00+00:00,-10.539
daily_trend,2021-07-01T22:00:00+00:00,-0.339
channel_breakout,2021-07-02T12:30:00+00:00,-6.569649506323913
daily_trend,2021-07-04T22:00:00+00:00,8.876
daily_trend,2021-07-05T22:00:00+00:00,6.106
channel_breakout,2021-07-05T22:00:00+00:00,-1.6875
channel_breakout,2021-07-06T15:45:00+00:00,-6.839813679545614
daily_trend,2021-07-06T15:50:00+00:00,-8.952928571428572
daily_trend,2021-07-07T22:00:00+00:00,1.681
daily_trend,2021-07-08T07:50:00+00:00,-10.390428571428572
channel_breakout,2021-07-08T14:05:00+00:00,-7.616156618910054
daily_trend,2021-07-09T15:20:00+00:00,-11.461285714285713
channel_breakout,2021-07-12T14:30:00+00:00,-7.370546450214306
daily_trend,2021-07-12T22:00:00+00:00,-5.057
daily_trend,2021-07-13T12:15:00+00:00,-7.202071428571428
daily_trend,2021-07-14T22:00:00+00:00,13.775
channel_breakout,2021-07-14T22:00:00+00:00,9.914499999999862
channel_breakout,2021-07-15T10:20:00+00:00,-7.345063267652677
daily_trend,2021-07-15T14:10:00+00:00,-9.021428571428572
daily_trend,2021-07-18T22:00:00+00:00,12.9885
channel_breakout,2021-07-19T13:10:00+00:00,-8.24550616190777
daily_trend,2021-07-19T22:00:00+00:00,-3.4685
daily_trend,2021-07-20T14:50:00+00:00,-9.223928571428571
channel_breakout,2021-07-21T13:50:00+00:00,-7.56659573746424
daily_trend,2021-07-21T22:00:00+00:00,6.3025
channel_breakout,2021-07-22T12:30:00+00:00,-6.77911105383896
daily_trend,2021-07-22T12:40:00+00:00,-7.2625
daily_trend,2021-07-23T07:50:00+00:00,-7.114928571428571
channel_breakout,2021-07-23T12:30:00+00:00,-6.70776716310138
