model,risk_pct,max_risk_pct,ending_equity,net_return_pct,max_drawdown_pct,average_monthly_return_pct,best_monthly_return_pct,worst_monthly_return_pct,positive_months,months_at_or_above_10pct,total_months
combined_fixed_0.005,0.005,0.005,19685.53259624187984421057384,96.85532596241879844210573840,33.24033857562496655064056510,1.326785287156421896467201884,17.85112350269647877789730666,-8.337046242935617204890537676,41,3,73
combined_fixed_0.01,0.01,0.01,35756.94899133716438231918900,257.5694899133716438231918900,63.54361375068854746306377892,3.528349176895501970180710805,61.73391376617711360087860500,-16.29366960451032654892984092,41,14,73
combined_fixed_0.02,0.02,0.02,93034.23976008035201237312046,830.3423976008035201237312046,113.7481024369749905708164190,11.37455339179182904279083841,292.9138555516296521476254607,-30.74047098072710645708059169,39,18,73
progressive_0.02_0.005_0.10_0.05,0.02,0.05,249348.1725760434579260634904,2393.481725760434579260634904,309.6508079190871589708325670,32.78742090082787094877582058,1112.804051711064628279843787,-30.79231907763524598778553235,40,19,73
