timestamp,direction,entry_price,exit_price,realized_r,max_favorable_excursion_r,max_adverse_excursion_r,trend_strength_at_entry,atr_strength_at_entry,pullback_depth_at_entry,pre_entry_extension_at_entry,london_subwindow,outcome_type
2024-09-04T10:35:00+00:00,sell,2484.085,2484.250,-0.0661,0.5868,0.2303,0.002152442476749207223731436277,0.0009384838769965065627740479304,0.3132,0.4718,london_09_11,full loss
2024-09-04T10:55:00+00:00,sell,2481.925,2482.090,-0.0560,0.5722,0.4397,0.002152442476749207223731436277,0.0008187224706367847833306378322,0.2173,1.1507,london_09_11,full loss
2024-09-04T11:15:00+00:00,sell,2479.855,2480.025,-0.0570,0.3199,0.5879,0.003836907122775640807785703580,0.0008006847871042514634098572939,0.3180,1.1022,london_11_13,full loss
2024-09-04T11:30:00+00:00,sell,2478.96,2476.1950,1.0434,1.2943,0.0679,0.003836907122775640807785703580,0.0008168188033705372449205971450,0.2021,0.8991,london_11_13,TP
2024-09-04T12:10:00+00:00,sell,2474.815,2474.980,-0.0684,0.5864,0.2134,0.005932304059592873664199583131,0.0009082324474772090510399506836,0.3575,0.2119,london_11_13,full loss
2024-09-04T12:20:00+00:00,sell,2473.715,2476.290,-1.0685,0.1846,1.6203,0.005932304059592873664199583131,0.0009074813653047035426132229534,0.1314,0.5145,london_11_13,full loss
2024-09-04T12:55:00+00:00,sell,2481.365,2484.062142857142857142857143,-1.0652,0.1323,1.1275,0.005932304059592873664199583131,0.0009539045899678251493462270684,1.4997,-0.8027,london_11_13,full loss
2024-09-05T09:20:00+00:00,buy,2505.055,2504.890,-0.0636,0.6879,0.3950,0.0006222367815480638712980890370,0.0006464498298471047773412348303,0.0896,1.4111,london_09_11,full loss
2024-09-05T09:40:00+00:00,buy,2503.155,2504.05000,0.4222,0.8420,0.2382,0.0006222367815480638712980890370,0.0007810658452490820978110180224,0.5224,-0.4457,london_09_11,partial lock
2024-09-05T09:55:00+00:00,buy,2504.435,2505.265714285714285714285714,0.4171,1.0269,0.7859,0.0006222367815480638712980890370,0.0007293257402071547511136692813,0.1572,0.2644,london_09_11,partial lock
2024-09-05T10:35:00+00:00,buy,2506.385,2506.220,-0.1125,0.6990,1.5377,0.002209578391910510855124100436,0.0005192794612717843719112562229,0.0332,0.7275,london_09_11,full loss
2024-09-05T10:55:00+00:00,buy,2506.495,2506.330,-0.0636,0.4913,0.2254,0.002209578391910510855124100436,0.0005317963487877266190576887892,0.9112,0.7394,london_09_11,full loss
2024-09-05T11:10:00+00:00,buy,2508.165,2510.4425,1.0100,1.9712,0.0732,0.003527743928275553302869460526,0.0005926748689906584643426748688,0.3014,1.1047,london_11_13,TP
2024-09-05T11:55:00+00:00,buy,2514.755,2515.80250,0.4320,0.8433,0.0639,0.003527743928275553302869460526,0.0008987548665985309732401703657,0.1789,0.2237,london_11_13,partial lock
