parameters,entry_hour_utc,trades,profit_factor,net_pnl,max_drawdown,average_monthly_pnl,worst_monthly_pnl,positive_months,total_months
impulse_continuation:bars=3:atr=0.75:rr=3.0,6,151,1.1872622409148328,169.0310778236992,111.43831890391812,2.7263077068338584,-63.92666756874132,29,62
impulse_continuation:bars=3:atr=0.75:rr=3.0,11,78,1.2672679847168211,124.6297073408241,89.99901020331254,2.7093414639309588,-45.141376576752464,18,46
impulse_continuation:bars=12:atr=0.5:rr=3.0,9,89,1.2823614861363226,148.5849276750373,107.82633804340594,2.6067531171059177,-44.475216699167504,23,57
impulse_continuation:bars=3:atr=0.5:rr=2.0,14,18,1.242016608506772,41.255682964665084,89.82392858537332,2.5784801852915678,-89.82392858537332,7,16
impulse_continuation:bars=3:atr=0.75:rr=2.5,8,153,1.1630904795197463,142.0612436426968,331.0246002452293,2.4923025200473123,-63.18640845735217,22,57
impulse_continuation:bars=6:atr=0.75:rr=2.0,8,227,1.131385147289291,164.24663179201502,180.77024336273098,2.3803859680002177,-51.32012878095702,31,69
impulse_continuation:bars=6:atr=0.5:rr=2.0,10,36,1.5570327114269322,68.35775546112222,27.807123954081362,2.3571639814180076,-13.871146192594551,12,29
impulse_continuation:bars=6:atr=0.35:rr=2.0,5,599,1.041893834373065,167.67952776605762,463.35771314245085,2.2969798324117483,-418.5673374549169,36,73
impulse_continuation:bars=12:atr=0.5:rr=2.5,9,89,1.2483789262369505,130.70254479785171,107.82633804340594,2.2930271017166968,-44.475216699167504,23,57
impulse_continuation:bars=6:atr=0.75:rr=2.0,20,3,1.9486351834959599,6.759500000000344,7.1254999999998745,2.253166666666781,-4.941499999999905,1,3
impulse_continuation:bars=6:atr=0.75:rr=2.5,20,3,1.9486351834959599,6.759500000000344,7.1254999999998745,2.253166666666781,-4.941499999999905,1,3
impulse_continuation:bars=6:atr=0.75:rr=3.0,20,3,1.9486351834959599,6.759500000000344,7.1254999999998745,2.253166666666781,-4.941499999999905,1,3
impulse_continuation:bars=3:atr=0.35:rr=2.5,8,95,1.175741550738194,114.6712550652203,213.42026429579823,2.248455981670986,-56.926222918979875,14,51
impulse_continuation:bars=12:atr=0.35:rr=2.0,9,57,1.2483033055206039,95.72193930792514,109.5089123076059,2.2260916118122127,-44.475216699167504,18,43
impulse_continuation:bars=3:atr=0.75:rr=3.0,13,225,1.1255363386979724,142.49889793485977,136.75380383536958,2.035698541926568,-41.910030139034006,28,70
impulse_continuation:bars=6:atr=0.35:rr=2.0,6,577,1.045436801933679,145.78796964996718,358.1712471372389,1.9970954746570846,-152.00142340460934,36,73
