setup,parameters,trades,win_rate,profit_factor,net_pnl,max_drawdown,average_r,average_monthly_pnl,worst_monthly_pnl,best_monthly_pnl,positive_months,total_months
daily_channel_breakout,daily_channel_breakout:hours=72:start=7:exit=22:stop=atr2.0:rr=2.0,804,0.44029850746268656,1.2849674260334947,1180.912207034654,324.88907834231463,0.037658271587527645,16.17687954841992,-125.84816291573543,536.7368266096673,39,73
daily_channel_breakout,daily_channel_breakout:hours=72:start=7:exit=21:stop=atr2.0:rr=2.0,804,0.45149253731343286,1.2865411615358402,1174.4436288098234,296.5470114808061,0.042368440069020664,16.0882688878058,-126.96766291573522,504.0278266096684,39,73
daily_channel_breakout,daily_channel_breakout:hours=72:start=7:exit=21:stop=atr2.0:rr=3.0,804,0.44029850746268656,1.2492554522282715,1044.8809320646621,365.8440166211267,0.04252577535565482,14.313437425543317,-118.24555033642469,348.51386202004323,43,73
daily_channel_breakout,daily_channel_breakout:hours=72:start=7:exit=22:stop=atr2.0:rr=3.0,804,0.4291044776119403,1.2455233600215108,1040.6317952329046,404.44551662112895,0.03569509482026141,14.255230071683624,-117.1260503364249,372.21836202004215,40,73
daily_channel_breakout,daily_channel_breakout:hours=72:start=7:exit=21:stop=atr3.0:rr=2.0,804,0.4925373134328358,1.2268924963406311,1031.040274967427,403.1215480970409,0.02856400034870254,14.123839383115438,-96.64513766404866,369.34122972379737,41,73
daily_channel_breakout,daily_channel_breakout:hours=72:start=7:exit=21:stop=atr3.0:rr=4.0,804,0.4925373134328358,1.2254098147550638,1024.3027034111738,372.160765717098,0.03258779038510942,14.031543882344845,-104.08047540198027,369.34122972379737,42,73
daily_channel_breakout,daily_channel_breakout:hours=72:start=7:exit=22:stop=atr3.0:rr=2.0,804,0.48134328358208955,1.2178844891679512,1007.9020003132191,459.211263153632,0.022547412213891567,13.80687671661944,-96.77213766404907,374.0592297237954,40,73
daily_channel_breakout,daily_channel_breakout:hours=72:start=7:exit=22:stop=atr3.0:rr=4.0,804,0.48134328358208955,1.2159238165803514,998.8322137003768,446.60573464083063,0.027901524900202406,13.682633064388723,-106.49747540198064,374.0592297237954,40,73
daily_channel_breakout,daily_channel_breakout:hours=72:start=7:exit=21:stop=atr3.0:rr=3.0,804,0.4925373134328358,1.2186285584475869,993.4874561877075,383.58816775799096,0.028699911733588226,13.609417208050788,-91.6875860120299,369.34122972379737,42,73
daily_channel_breakout,daily_channel_breakout:hours=72:start=7:exit=21:stop=atr2.0:rr=4.0,804,0.44029850746268656,1.2359635929617354,989.1613472967774,350.1013844027582,0.042874994204934166,13.550155442421609,-109.52793775711439,348.51386202004323,42,73
